onset	duration	trial_type	response_time	correct
52.8	2.2	NV_startcue	n/a	n/a
68.2	121.0	NV_sustained	n/a	n/a
59.4	0.3	Noun	0.917	corr
63.8	0.3	Noun	0.995	corr
66.0	0.3	Verb	1.154	corr
68.2	0.3	Noun	1.040	corr
74.8	0.3	Noun	0.883	corr
79.2	0.3	Verb	0.772	corr
81.4	0.3	Verb	1.134	corr
88.0	0.3	Verb	1.363	corr
90.2	0.3	Noun	0.946	corr
99.0	0.3	Verb	0.758	corr
101.2	0.3	Verb	0.784	corr
105.6	0.3	Noun	1.171	corr
107.8	0.3	Verb	0.916	corr
112.2	0.3	Verb	1.617	err
118.8	0.3	Noun	0.890	corr
121.0	0.3	Noun	1.034	corr
127.6	0.3	Noun	1.259	corr
132.0	0.3	Verb	0.794	corr
138.6	0.3	Verb	1.336	corr
140.8	0.3	Noun	0.997	corr
143.0	0.3	Noun	1.555	corr
151.8	0.3	Verb	0.885	corr
154.0	0.3	Noun	0.931	corr
156.2	0.3	Verb	0.927	corr
160.6	0.3	Verb	1.523	corr
162.8	0.3	Noun	0.729	corr
167.2	0.3	Noun	1.482	corr
176.0	0.3	Noun	0.926	corr
184.8	0.3	Verb	1.610	corr
187.0	0.3	Verb	1.430	corr
191.4	2.2	NV_endcue	n/a	n/a
237.6	2.2	Glass_startcue	n/a	n/a
253.0	121.0	Glass_sustained	n/a	n/a
244.2	0.3	Glass_random	1.135	corr
248.6	0.3	Glass_coherent	0.636	corr
250.8	0.3	Glass_coherent	0.639	corr
255.2	0.3	Glass_random	0.719	corr
264.0	0.3	Glass_coherent	0.613	corr
266.2	0.3	Glass_random	0.796	corr
270.6	0.3	Glass_random	0.725	corr
272.8	0.3	Glass_coherent	0.743	corr
275.0	0.3	Glass_coherent	0.520	corr
279.4	0.3	Glass_coherent	0.531	corr
286.0	0.3	Glass_coherent	0.963	corr
288.2	0.3	Glass_coherent	0.794	corr
294.8	0.3	Glass_random	0.648	corr
297.0	0.3	Glass_random	0.674	corr
299.2	0.3	Glass_random	0.611	corr
308.0	0.3	Glass_random	0.701	corr
312.4	0.3	Glass_coherent	0.671	corr
314.6	0.3	Glass_random	1.161	err
319.0	0.3	Glass_coherent	0.573	corr
327.8	0.3	Glass_random	0.654	corr
332.2	0.3	Glass_coherent	0.623	corr
334.4	0.3	Glass_random	0.634	corr
336.6	0.3	Glass_random	0.694	corr
343.2	0.3	Glass_coherent	0.572	corr
345.4	0.3	Glass_random	0.661	corr
349.8	0.3	Glass_random	0.627	corr
352.0	0.3	Glass_coherent	0.562	corr
356.4	0.3	Glass_coherent	0.580	corr
363.0	0.3	Glass_coherent	0.602	corr
369.6	0.3	Glass_random	0.831	corr
376.2	2.2	Glass_endcue	n/a	n/a
