onset	duration	trial_type	response_time	correct
11.0	2.2	Concrete_corr_1	1.385	corr
13.2	2.2	Abstract_corr_1	0.755	corr
15.4	2.2	Concrete_corr_1	1.002	corr
19.8	2.2	Concrete_corr_1	1.349	corr
22.0	2.2	Concrete_corr_1	0.691	corr
28.6	2.2	Concrete_corr_1	1.374	corr
33.0	2.2	Abstract_corr_1	1.004	corr
35.2	2.2	Abstract_corr_1	1.166	corr
37.4	2.2	Abstract_corr_1	0.716	corr
41.8	2.2	Concrete_corr_1	0.975	corr
44.0	2.2	Abstract_corr_1	0.728	corr
46.2	2.2	Concrete_corr_1	0.701	corr
55.0	2.2	Concrete_corr_1	1.271	corr
57.2	2.2	Abstract_corr_1	0.758	corr
59.4	2.2	err	1.061	err
61.6	2.2	Abstract_corr_1	0.829	corr
63.8	2.2	Concrete_corr_1	0.683	corr
70.4	2.2	Abstract_corr_1	1.249	corr
72.6	2.2	Abstract_corr_1	0.777	corr
74.8	2.2	Concrete_corr_1	0.798	corr
77.0	2.2	Abstract_corr_1	1.286	corr
79.2	2.2	Concrete_corr_1	1.412	corr
81.4	2.2	Abstract_corr_1	0.842	corr
85.8	2.2	Abstract_corr_1	1.401	corr
90.2	2.2	Abstract_corr_2	0.659	corr
92.4	2.2	Abstract_corr_2	1.022	corr
99.0	2.2	Concrete_corr_2	1.109	corr
101.2	2.2	Concrete_corr_2	0.715	corr
105.6	2.2	Abstract_corr_2	1.256	corr
112.2	2.2	Concrete_corr_2	0.797	corr
114.4	2.2	Concrete_corr_2	1.931	corr
116.6	2.2	Abstract_corr_2	0.633	corr
118.8	2.2	Concrete_corr_2	0.605	corr
121.0	2.2	Concrete_corr_2	0.986	corr
123.2	2.2	Abstract_corr_2	0.899	corr
125.4	2.2	Abstract_corr_2	1.197	corr
129.8	2.2	Concrete_corr_2	0.773	corr
134.2	2.2	Concrete_corr_2	0.793	corr
138.6	2.2	Abstract_corr_2	1.150	corr
140.8	2.2	Abstract_corr_2	0.634	corr
143.0	2.2	Concrete_corr_2	0.762	corr
145.2	2.2	Concrete_corr_2	0.692	corr
147.4	2.2	Concrete_corr_2	0.643	corr
154.0	2.2	Abstract_corr_2	0.686	corr
156.2	2.2	Abstract_corr_2	0.615	corr
158.4	2.2	Abstract_corr_2	0.574	corr
162.8	2.2	err	1.669	err
165.0	2.2	Abstract_corr_2	0.893	corr
169.4	2.2	Abstract_corr_3	0.714	corr
176.0	2.2	err	0.743	err
180.4	2.2	Concrete_corr_3	0.730	corr
182.6	2.2	Concrete_corr_3	0.631	corr
184.8	2.2	err	2.185	err
187.0	2.2	Abstract_corr_3	0.324	corr
189.2	2.2	Abstract_corr_3	0.793	corr
193.6	2.2	Abstract_corr_3	1.296	corr
195.8	2.2	Concrete_corr_3	0.611	corr
200.2	2.2	Concrete_corr_3	1.251	corr
202.4	2.2	Concrete_corr_3	0.922	corr
204.6	2.2	Abstract_corr_3	0.741	corr
211.2	2.2	Concrete_corr_3	1.221	corr
213.4	2.2	Concrete_corr_3	0.647	corr
217.8	2.2	Concrete_corr_3	1.336	corr
222.2	2.2	Abstract_corr_3	0.664	corr
226.6	2.2	Abstract_corr_3	0.621	corr
228.8	2.2	Abstract_corr_3	0.614	corr
231.0	2.2	Abstract_corr_3	0.603	corr
233.2	2.2	Abstract_corr_3	0.560	corr
237.6	2.2	Concrete_corr_3	0.668	corr
239.8	2.2	Concrete_corr_3	0.609	corr
242.0	2.2	Abstract_corr_3	0.611	corr
244.2	2.2	Abstract_corr_3	0.606	corr
