session_id	acq_time
ses-struct01	1894-10-01T00:32:34
ses-struct02	1894-10-03T00:17:25
ses-func01	1894-10-04T00:11:26
ses-func02	1894-10-05T00:12:49
ses-func03	1894-10-06T00:08:13
ses-func04	1894-10-07T00:11:44
ses-func05	1894-10-08T00:07:58
ses-func06	1894-10-09T00:09:40
ses-func07	1894-10-12T00:11:44
ses-func08	1894-10-13T00:10:59
ses-func09	1894-10-14T00:09:25
ses-func10	1894-10-15T00:05:45
