session_id	acq_time
ses-struct01	1895-01-28T00:20:10
ses-struct02	1895-01-29T00:24:46
ses-func01	1895-01-31T00:12:05
ses-func02	1895-02-01T00:09:07
ses-func03	1895-02-03T00:11:46
ses-func04	1895-02-04T00:05:47
ses-func05	1895-02-05T00:09:13
ses-func06	1895-02-07T00:14:36
ses-func07	1895-02-09T00:09:49
ses-func08	1895-02-11T00:11:21
ses-func09	1895-02-13T00:08:48
ses-func10	1895-02-14T00:09:44
