onset	duration	trial_type	response_time	correct
8.8	2.2	Abstract_corr_1	0.967	corr
11.0	2.2	err	0.748	err
13.2	2.2	Concrete_corr_1	0.651	corr
15.4	2.2	Abstract_corr_1	0.613	corr
17.6	2.2	Concrete_corr_1	0.657	corr
22.0	2.2	Abstract_corr_1	0.653	corr
26.4	2.2	Concrete_corr_1	0.670	corr
30.8	2.2	Abstract_corr_1	0.729	corr
33.0	2.2	Concrete_corr_1	0.931	corr
37.4	2.2	Concrete_corr_1	0.594	corr
39.6	2.2	Abstract_corr_1	0.783	corr
46.2	2.2	Concrete_corr_1	0.661	corr
52.8	2.2	Abstract_corr_1	0.654	corr
55.0	2.2	Abstract_corr_1	1.037	corr
57.2	2.2	Abstract_corr_1	1.008	corr
59.4	2.2	Concrete_corr_1	0.685	corr
63.8	2.2	Concrete_corr_1	0.682	corr
66.0	2.2	Abstract_corr_1	0.677	corr
70.4	2.2	Concrete_corr_1	0.885	corr
74.8	2.2	Abstract_corr_1	0.811	corr
79.2	2.2	Abstract_corr_1	0.747	corr
81.4	2.2	Concrete_corr_1	0.643	corr
83.6	2.2	Concrete_corr_1	0.795	corr
85.8	2.2	Concrete_corr_1	0.980	corr
90.2	2.2	Concrete_corr_2	0.637	corr
92.4	2.2	Concrete_corr_2	0.684	corr
94.6	2.2	Concrete_corr_2	0.657	corr
96.8	2.2	Concrete_corr_2	0.543	corr
101.2	2.2	Concrete_corr_2	0.705	corr
103.4	2.2	Abstract_corr_2	0.817	corr
110.0	2.2	Concrete_corr_2	0.640	corr
112.2	2.2	Abstract_corr_2	0.673	corr
114.4	2.2	Abstract_corr_2	0.647	corr
118.8	2.2	Abstract_corr_2	0.770	corr
121.0	2.2	Abstract_corr_2	0.701	corr
125.4	2.2	Concrete_corr_2	0.630	corr
132.0	2.2	Concrete_corr_2	0.616	corr
134.2	2.2	err	0.631	err
138.6	2.2	Abstract_corr_2	0.684	corr
140.8	2.2	Concrete_corr_2	0.615	corr
143.0	2.2	Abstract_corr_2	0.618	corr
147.4	2.2	Concrete_corr_2	0.976	corr
151.8	2.2	Abstract_corr_2	0.657	corr
154.0	2.2	Abstract_corr_2	0.714	corr
156.2	2.2	Concrete_corr_2	0.819	corr
158.4	2.2	Abstract_corr_2	0.686	corr
162.8	2.2	Abstract_corr_2	0.890	corr
165.0	2.2	Concrete_corr_2	0.621	corr
167.2	2.2	err	0.748	err
169.4	2.2	Concrete_corr_3	0.942	corr
171.6	2.2	Abstract_corr_3	0.704	corr
180.4	2.2	Abstract_corr_3	1.163	corr
182.6	2.2	Concrete_corr_3	0.571	corr
184.8	2.2	Concrete_corr_3	0.636	corr
187.0	2.2	err	0.585	err
189.2	2.2	Abstract_corr_3	0.881	corr
191.4	2.2	Concrete_corr_3	0.624	corr
193.6	2.2	Concrete_corr_3	0.697	corr
195.8	2.2	Concrete_corr_3	0.591	corr
204.6	2.2	Abstract_corr_3	0.870	corr
206.8	2.2	Abstract_corr_3	0.723	corr
209.0	2.2	Abstract_corr_3	0.753	corr
215.6	2.2	Concrete_corr_3	0.611	corr
217.8	2.2	Concrete_corr_3	0.703	corr
220.0	2.2	Abstract_corr_3	0.812	corr
224.4	2.2	Abstract_corr_3	0.678	corr
228.8	2.2	Concrete_corr_3	0.606	corr
231.0	2.2	Abstract_corr_3	0.685	corr
233.2	2.2	Abstract_corr_3	0.680	corr
237.6	2.2	Abstract_corr_3	1.210	corr
239.8	2.2	Concrete_corr_3	0.586	corr
244.2	2.2	Concrete_corr_3	0.700	corr
