onset	duration	trial_type	response_time	correct
52.8	2.2	Glass_startcue	n/a	n/a
70.4	121.0	Glass_sustained	n/a	n/a
59.4	0.3	Glass_coherent	0.689	corr
61.6	0.3	Glass_coherent	0.753	corr
63.8	0.3	Glass_coherent	0.666	corr
70.4	0.3	Glass_coherent	0.754	corr
77.0	0.3	Glass_random	0.643	corr
81.4	0.3	Glass_random	0.734	corr
83.6	0.3	Glass_random	0.925	corr
85.8	0.3	Glass_random	0.659	corr
90.2	0.3	Glass_random	0.983	corr
92.4	0.3	Glass_random	0.791	corr
94.6	0.3	Glass_coherent	0.767	corr
103.4	0.3	Glass_coherent	0.708	corr
107.8	0.3	Glass_coherent	0.868	corr
110.0	0.3	Glass_random	0.741	corr
116.6	0.3	Glass_random	0.744	corr
123.2	0.3	Glass_coherent	0.670	corr
129.8	0.3	Glass_random	1.047	corr
132.0	0.3	Glass_coherent	0.677	corr
136.4	0.3	Glass_coherent	0.664	corr
138.6	0.3	Glass_coherent	0.676	corr
140.8	0.3	Glass_random	0.743	corr
149.6	0.3	Glass_random	0.966	corr
154.0	0.3	Glass_coherent	0.699	corr
158.4	0.3	Glass_random	0.659	corr
160.6	0.3	Glass_coherent	0.924	corr
162.8	0.3	Glass_random	0.658	corr
171.6	0.3	Glass_coherent	0.798	corr
180.4	0.3	Glass_random	0.751	corr
187.0	0.3	Glass_coherent	0.789	corr
189.2	0.3	Glass_random	0.636	corr
191.4	2.2	Glass_endcue	n/a	n/a
237.6	2.2	NV_startcue	n/a	n/a
255.2	121.0	NV_sustained	n/a	n/a
242.0	0.3	Verb	0.804	corr
246.4	0.3	Verb	0.855	corr
253.0	0.3	Verb	0.867	corr
255.2	0.3	Noun	1.142	corr
259.6	0.3	Noun	1.672	corr
268.4	0.3	Noun	1.153	corr
270.6	0.3	Noun	1.583	corr
277.2	0.3	Verb	0.835	corr
281.6	0.3	Noun	1.093	corr
283.8	0.3	Noun	1.141	corr
292.6	0.3	Noun	0.836	corr
294.8	0.3	Verb	0.701	corr
297.0	0.3	Verb	0.892	corr
301.4	0.3	Verb	0.901	corr
310.2	0.3	Verb	1.195	corr
312.4	0.3	Noun	1.030	corr
314.6	0.3	Verb	0.942	corr
319.0	0.3	Noun	1.107	corr
323.4	0.3	Verb	1.982	corr
325.6	0.3	Noun	1.575	corr
330.0	0.3	Noun	1.606	corr
332.2	0.3	Verb	0.905	corr
341.0	0.3	Verb	1.393	corr
345.4	0.3	Noun	0.883	corr
354.2	0.3	Noun	1.083	corr
360.8	0.3	Noun	0.915	corr
363.0	0.3	Noun	1.269	corr
367.4	0.3	Verb	0.756	corr
369.6	0.3	Verb	1.030	corr
374.0	0.3	Verb	0.824	corr
376.2	2.2	NV_endcue	n/a	n/a
