onset	duration	trial_type	response_time	correct
52.8	2.2	NV_startcue	n/a	n/a
70.4	121.0	NV_sustained	n/a	n/a
61.6	0.3	Verb	1.165	corr
63.8	0.3	Verb	0.739	corr
68.2	0.3	Verb	0.946	corr
74.8	0.3	Noun	1.012	corr
77.0	0.3	Verb	1.162	corr
83.6	0.3	Noun	0.806	corr
85.8	0.3	Noun	0.813	corr
88.0	0.3	Noun	1.149	corr
92.4	0.3	Noun	0.767	corr
94.6	0.3	Verb	1.369	corr
96.8	0.3	Verb	1.109	corr
105.6	0.3	Verb	1.303	corr
110.0	0.3	Noun	1.302	corr
112.2	0.3	Verb	1.054	corr
116.6	0.3	Noun	1.182	corr
118.8	0.3	Noun	0.910	corr
125.4	0.3	Verb	1.586	corr
129.8	0.3	Noun	1.278	corr
134.2	0.3	Verb	1.183	corr
143.0	0.3	Noun	1.234	corr
145.2	0.3	Verb	1.932	corr
149.6	0.3	Noun	1.121	corr
158.4	0.3	Noun	1.603	corr
162.8	0.3	Noun	1.112	corr
171.6	0.3	Verb	1.226	corr
173.8	0.3	Noun	1.111	corr
176.0	0.3	Noun	1.841	err
180.4	0.3	Verb	1.375	corr
184.8	0.3	Verb	1.383	corr
187.0	0.3	Verb	0.923	corr
191.4	2.2	NV_endcue	n/a	n/a
237.6	2.2	Glass_startcue	n/a	n/a
255.2	121.0	Glass_sustained	n/a	n/a
244.2	0.3	Glass_random	0.883	corr
250.8	0.3	Glass_random	0.770	corr
253.0	0.3	Glass_coherent	0.864	corr
255.2	0.3	Glass_coherent	0.570	corr
259.6	0.3	Glass_random	0.767	corr
261.8	0.3	Glass_coherent	0.635	corr
268.4	0.3	Glass_coherent	0.695	corr
270.6	0.3	Glass_random	0.762	corr
275.0	0.3	Glass_random	1.058	corr
281.6	0.3	Glass_random	0.720	corr
288.2	0.3	Glass_coherent	0.744	corr
292.6	0.3	Glass_coherent	0.624	corr
294.8	0.3	Glass_coherent	0.602	corr
299.2	0.3	Glass_coherent	0.657	corr
303.6	0.3	Glass_random	0.831	corr
305.8	0.3	Glass_random	0.746	corr
312.4	0.3	Glass_random	0.967	corr
314.6	0.3	Glass_coherent	0.677	corr
316.8	0.3	Glass_random	0.764	corr
325.6	0.3	Glass_coherent	0.726	corr
330.0	0.3	Glass_random	0.814	corr
332.2	0.3	Glass_coherent	0.723	corr
334.4	0.3	Glass_coherent	0.744	corr
343.2	0.3	Glass_random	0.853	corr
347.6	0.3	Glass_coherent	0.720	corr
356.4	0.3	Glass_coherent	0.635	corr
358.6	0.3	Glass_random	0.675	corr
360.8	0.3	Glass_random	0.815	corr
369.6	0.3	Glass_random	0.842	corr
371.8	0.3	Glass_coherent	0.723	corr
376.2	2.2	Glass_endcue	n/a	n/a
