onset	duration	trial_type	response_time	correct
11.0	2.2	Concrete_corr_1	1.532	corr
13.2	2.2	Abstract_corr_1	0.729	corr
15.4	2.2	err	0.715	err
17.6	2.2	Concrete_corr_1	1.081	corr
19.8	2.2	Concrete_corr_1	0.766	corr
26.4	2.2	Abstract_corr_1	0.979	corr
33.0	2.2	Concrete_corr_1	0.989	corr
37.4	2.2	Abstract_corr_1	0.942	corr
39.6	2.2	Abstract_corr_1	0.781	corr
41.8	2.2	Concrete_corr_1	0.556	corr
44.0	2.2	Abstract_corr_1	0.647	corr
46.2	2.2	Concrete_corr_1	0.745	corr
50.6	2.2	Abstract_corr_1	0.853	corr
52.8	2.2	Abstract_corr_1	0.711	corr
57.2	2.2	Concrete_corr_1	0.764	corr
59.4	2.2	Abstract_corr_1	0.669	corr
61.6	2.2	Concrete_corr_1	0.626	corr
66.0	2.2	Abstract_corr_1	0.637	corr
68.2	2.2	Abstract_corr_1	0.659	corr
70.4	2.2	Concrete_corr_1	0.567	corr
72.6	2.2	Concrete_corr_1	0.559	corr
74.8	2.2	Abstract_corr_1	0.687	corr
79.2	2.2	Concrete_corr_1	0.721	corr
83.6	2.2	Concrete_corr_1	0.730	corr
88.0	2.2	Abstract_corr_2	0.641	corr
90.2	2.2	Abstract_corr_2	0.697	corr
92.4	2.2	Concrete_corr_2	0.616	corr
101.2	2.2	Concrete_corr_2	0.702	corr
105.6	2.2	Abstract_corr_2	0.694	corr
107.8	2.2	Concrete_corr_2	0.698	corr
114.4	2.2	err	0.546	err
116.6	2.2	Abstract_corr_2	0.903	corr
118.8	2.2	Concrete_corr_2	0.667	corr
121.0	2.2	Abstract_corr_2	0.860	corr
123.2	2.2	err	0.724	err
125.4	2.2	Concrete_corr_2	0.585	corr
127.6	2.2	Concrete_corr_2	0.768	corr
132.0	2.2	Abstract_corr_2	0.660	corr
134.2	2.2	Concrete_corr_2	0.820	corr
138.6	2.2	err	0.881	err
140.8	2.2	Abstract_corr_2	0.924	corr
143.0	2.2	Concrete_corr_2	0.636	corr
145.2	2.2	Concrete_corr_2	0.770	corr
147.4	2.2	Abstract_corr_2	0.872	corr
156.2	2.2	Concrete_corr_2	0.689	corr
158.4	2.2	Concrete_corr_2	0.589	corr
162.8	2.2	Concrete_corr_2	0.960	corr
165.0	2.2	Abstract_corr_2	0.657	corr
167.2	2.2	Abstract_corr_3	0.847	corr
173.8	2.2	Concrete_corr_3	0.693	corr
176.0	2.2	Abstract_corr_3	0.630	corr
178.2	2.2	Abstract_corr_3	0.653	corr
182.6	2.2	Concrete_corr_3	0.686	corr
184.8	2.2	Concrete_corr_3	0.631	corr
189.2	2.2	Concrete_corr_3	0.685	corr
191.4	2.2	Abstract_corr_3	1.097	corr
193.6	2.2	Abstract_corr_3	0.659	corr
195.8	2.2	Concrete_corr_3	0.586	corr
200.2	2.2	Concrete_corr_3	0.798	corr
204.6	2.2	Concrete_corr_3	0.742	corr
206.8	2.2	Abstract_corr_3	0.762	corr
213.4	2.2	Abstract_corr_3	0.932	corr
215.6	2.2	Abstract_corr_3	0.980	corr
217.8	2.2	Concrete_corr_3	0.715	corr
220.0	2.2	Abstract_corr_3	0.732	corr
224.4	2.2	Abstract_corr_3	0.691	corr
228.8	2.2	Concrete_corr_3	0.821	corr
231.0	2.2	Concrete_corr_3	0.679	corr
235.4	2.2	Concrete_corr_3	1.241	corr
239.8	2.2	Abstract_corr_3	0.738	corr
242.0	2.2	Concrete_corr_3	0.767	corr
244.2	2.2	Abstract_corr_3	0.680	corr
