session_id	acq_time
ses-struct01	1894-11-05T00:32:27
ses-struct02	1894-11-06T00:10:03
ses-func01	1894-11-08T00:11:34
ses-func02	1894-11-10T00:12:51
ses-func03	1894-11-11T00:14:24
ses-func04	1894-11-12T00:59:09
ses-func05	1894-11-16T00:10:12
ses-func06	1894-11-17T00:09:56
ses-func07	1894-11-19T00:34:47
ses-func08	1894-11-20T00:09:09
ses-func09	1894-11-21T00:13:28
ses-func10	1894-11-22T00:13:01
