onset	duration	trial_type	response_time	correct
11.0	2.2	Concrete_corr_1	1.960	corr
13.2	2.2	Abstract_corr_1	0.327	corr
15.4	2.2	Abstract_corr_1	1.145	corr
17.6	2.2	Concrete_corr_1	0.719	corr
19.8	2.2	Concrete_corr_1	0.711	corr
26.4	2.2	Abstract_corr_1	1.061	corr
33.0	2.2	Concrete_corr_1	0.621	corr
37.4	2.2	Abstract_corr_1	1.749	corr
39.6	2.2	Abstract_corr_1	1.130	corr
41.8	2.2	Concrete_corr_1	0.732	corr
44.0	2.2	Abstract_corr_1	0.877	corr
46.2	2.2	Concrete_corr_1	0.668	corr
50.6	2.2	Abstract_corr_1	1.580	corr
52.8	2.2	Abstract_corr_1	0.912	corr
57.2	2.2	Concrete_corr_1	1.169	corr
59.4	2.2	Abstract_corr_1	0.771	corr
61.6	2.2	Concrete_corr_1	0.712	corr
66.0	2.2	Abstract_corr_1	1.008	corr
68.2	2.2	Abstract_corr_1	1.113	corr
70.4	2.2	Concrete_corr_1	0.739	corr
72.6	2.2	Concrete_corr_1	0.626	corr
74.8	2.2	Abstract_corr_1	0.720	corr
79.2	2.2	Concrete_corr_1	0.769	corr
83.6	2.2	Concrete_corr_1	1.388	corr
88.0	2.2	Abstract_corr_2	1.011	corr
90.2	2.2	Abstract_corr_2	0.839	corr
92.4	2.2	Concrete_corr_2	0.714	corr
101.2	2.2	Concrete_corr_2	0.671	corr
105.6	2.2	Abstract_corr_2	0.736	corr
107.8	2.2	Concrete_corr_2	0.654	corr
114.4	2.2	Abstract_corr_2	0.709	corr
116.6	2.2	Abstract_corr_2	0.983	corr
118.8	2.2	Concrete_corr_2	0.788	corr
121.0	2.2	Abstract_corr_2	0.798	corr
123.2	2.2	Abstract_corr_2	1.120	corr
125.4	2.2	Concrete_corr_2	0.733	corr
127.6	2.2	Concrete_corr_2	1.202	corr
132.0	2.2	Abstract_corr_2	1.086	corr
134.2	2.2	Concrete_corr_2	1.267	corr
138.6	2.2	Abstract_corr_2	1.120	corr
140.8	2.2	Abstract_corr_2	1.668	corr
143.0	2.2	Concrete_corr_2	1.164	corr
145.2	2.2	Concrete_corr_2	1.413	corr
147.4	2.2	Abstract_corr_2	0.747	corr
156.2	2.2	Concrete_corr_2	0.888	corr
158.4	2.2	Concrete_corr_2	0.791	corr
162.8	2.2	Concrete_corr_2	1.059	corr
165.0	2.2	Abstract_corr_2	1.017	corr
167.2	2.2	Abstract_corr_3	0.933	corr
173.8	2.2	Abstract_corr_3	1.329	corr
176.0	2.2	Concrete_corr_3	0.861	corr
178.2	2.2	Abstract_corr_3	0.697	corr
182.6	2.2	Abstract_corr_3	1.911	corr
184.8	2.2	Concrete_corr_3	0.783	corr
189.2	2.2	Concrete_corr_3	0.635	corr
191.4	2.2	Concrete_corr_3	0.746	corr
193.6	2.2	Abstract_corr_3	0.620	corr
195.8	2.2	Abstract_corr_3	0.592	corr
200.2	2.2	Concrete_corr_3	0.658	corr
204.6	2.2	Concrete_corr_3	0.681	corr
206.8	2.2	Concrete_corr_3	1.331	corr
213.4	2.2	Abstract_corr_3	0.679	corr
215.6	2.2	Abstract_corr_3	0.871	corr
217.8	2.2	Abstract_corr_3	0.749	corr
220.0	2.2	err	0.939	err
224.4	2.2	Abstract_corr_3	1.015	corr
228.8	2.2	Abstract_corr_3	0.764	corr
231.0	2.2	Concrete_corr_3	0.619	corr
235.4	2.2	Concrete_corr_3	1.398	corr
239.8	2.2	Concrete_corr_3	0.715	corr
242.0	2.2	Abstract_corr_3	0.890	corr
244.2	2.2	Concrete_corr_3	0.624	corr
