session_id	acq_time
ses-struct01	1895-03-18T00:43:44
ses-struct02	1895-03-22T00:17:21
ses-func01	1895-03-23T00:17:22
ses-func02	1895-03-30T00:21:16
ses-func03	1895-04-01T00:51:37
ses-func04	1895-04-02T00:24:21
ses-func05	1895-04-13T00:20:50
ses-func06	1895-04-16T00:15:15
ses-func07	1895-04-19T00:19:31
ses-func08	1895-04-22T00:16:03
ses-func09	1895-04-26T00:10:28
ses-func10	1895-04-30T00:16:12
