onset	duration	trial_type	response_time	correct
11.0	2.2	indoor_corr_1	1.329	corr
13.2	2.2	indoor_corr_1	1.334	corr
15.4	2.2	indoor_corr_1	1.112	corr
19.8	2.2	outdoor_corr_1	0.802	corr
22.0	2.2	unknown	1.656	unknown
28.6	2.2	indoor_corr_1	0.958	corr
33.0	2.2	outdoor_corr_1	1.165	corr
35.2	2.2	outdoor_corr_1	0.857	corr
37.4	2.2	indoor_corr_1	1.061	corr
41.8	2.2	indoor_corr_1	1.057	corr
44.0	2.2	outdoor_corr_1	0.983	corr
46.2	2.2	indoor_corr_1	1.102	corr
55.0	2.2	indoor_corr_1	1.192	corr
57.2	2.2	indoor_corr_1	0.952	corr
59.4	2.2	indoor_corr_1	0.869	corr
61.6	2.2	outdoor_corr_1	0.812	corr
63.8	2.2	unknown	1.658	unknown
70.4	2.2	err	0.890	err
72.6	2.2	outdoor_corr_1	0.873	corr
74.8	2.2	indoor_corr_1	1.027	corr
77.0	2.2	outdoor_corr_1	0.834	corr
79.2	2.2	outdoor_corr_1	1.557	corr
81.4	2.2	indoor_corr_1	1.031	corr
85.8	2.2	outdoor_corr_1	1.253	corr
90.2	2.2	indoor_corr_2	1.413	corr
92.4	2.2	indoor_corr_2	0.805	corr
99.0	2.2	indoor_corr_2	0.797	corr
101.2	2.2	indoor_corr_2	0.655	corr
105.6	2.2	err	0.926	err
112.2	2.2	indoor_corr_2	0.851	corr
114.4	2.2	outdoor_corr_2	0.841	corr
116.6	2.2	outdoor_corr_2	1.195	corr
118.8	2.2	outdoor_corr_2	0.618	corr
121.0	2.2	indoor_corr_2	0.872	corr
123.2	2.2	outdoor_corr_2	1.346	corr
125.4	2.2	outdoor_corr_2	0.688	corr
129.8	2.2	unknown	1.643	unknown
134.2	2.2	outdoor_corr_2	0.776	corr
138.6	2.2	outdoor_corr_2	0.814	corr
140.8	2.2	indoor_corr_2	0.711	corr
143.0	2.2	indoor_corr_2	0.816	corr
145.2	2.2	indoor_corr_2	0.923	corr
147.4	2.2	outdoor_corr_2	0.945	corr
154.0	2.2	outdoor_corr_2	1.136	corr
156.2	2.2	outdoor_corr_2	0.665	corr
158.4	2.2	indoor_corr_2	0.838	corr
162.8	2.2	indoor_corr_2	0.786	corr
165.0	2.2	outdoor_corr_2	0.877	corr
169.4	2.2	indoor_corr_3	0.828	corr
176.0	2.2	outdoor_corr_3	0.957	corr
180.4	2.2	indoor_corr_3	0.658	corr
182.6	2.2	outdoor_corr_3	1.361	corr
184.8	2.2	outdoor_corr_3	0.844	corr
187.0	2.2	outdoor_corr_3	0.807	corr
189.2	2.2	err	0.748	err
193.6	2.2	outdoor_corr_3	0.874	corr
195.8	2.2	outdoor_corr_3	0.964	corr
200.2	2.2	indoor_corr_3	1.106	corr
202.4	2.2	outdoor_corr_3	0.812	corr
204.6	2.2	indoor_corr_3	0.750	corr
211.2	2.2	indoor_corr_3	0.712	corr
213.4	2.2	indoor_corr_3	1.120	corr
217.8	2.2	indoor_corr_3	0.700	corr
222.2	2.2	indoor_corr_3	0.730	corr
226.6	2.2	indoor_corr_3	1.254	corr
228.8	2.2	outdoor_corr_3	0.754	corr
231.0	2.2	err	0.745	err
233.2	2.2	indoor_corr_3	0.877	corr
237.6	2.2	outdoor_corr_3	0.986	corr
239.8	2.2	indoor_corr_3	0.950	corr
242.0	2.2	outdoor_corr_3	0.962	corr
244.2	2.2	indoor_corr_3	0.752	corr
