session_id	acq_time
ses-struct01	1895-03-25T00:38:21
ses-struct02	1895-04-10T00:24:39
ses-func01	1895-04-12T00:20:32
ses-func02	1895-04-14T00:18:37
ses-func03	1895-04-18T00:34:15
ses-func04	1895-04-20T00:12:06
ses-func05	1895-04-21T00:18:04
ses-func06	1895-04-23T00:15:16
ses-func07	1895-04-24T00:35:55
ses-func08	1895-04-27T00:10:09
ses-func09	1895-04-28T00:13:20
ses-func10	1895-04-29T00:09:24
