onset	duration	trial_type	response_time	correct
8.8	2.2	indoor_corr_1	1.307	corr
11.0	2.2	outdoor_corr_1	0.697	corr
13.2	2.2	outdoor_corr_1	1.171	corr
17.6	2.2	indoor_corr_1	0.651	corr
22.0	2.2	indoor_corr_1	0.799	corr
26.4	2.2	outdoor_corr_1	0.870	corr
28.6	2.2	indoor_corr_1	0.895	corr
37.4	2.2	indoor_corr_1	1.391	corr
39.6	2.2	outdoor_corr_1	0.699	corr
41.8	2.2	indoor_corr_1	0.704	corr
44.0	2.2	indoor_corr_1	0.769	corr
46.2	2.2	outdoor_corr_1	0.892	corr
50.6	2.2	outdoor_corr_1	1.628	corr
52.8	2.2	outdoor_corr_1	1.234	corr
55.0	2.2	indoor_corr_1	0.660	corr
57.2	2.2	err	n/a	NoResponse
59.4	2.2	err	0.178	err
63.8	2.2	outdoor_corr_1	1.297	corr
66.0	2.2	indoor_corr_1	0.900	corr
68.2	2.2	outdoor_corr_1	0.670	corr
74.8	2.2	indoor_corr_1	0.826	corr
77.0	2.2	outdoor_corr_1	0.975	corr
81.4	2.2	indoor_corr_1	1.174	corr
85.8	2.2	outdoor_corr_1	0.831	corr
88.0	2.2	indoor_corr_2	0.674	corr
90.2	2.2	outdoor_corr_2	0.695	corr
96.8	2.2	outdoor_corr_2	0.816	corr
103.4	2.2	indoor_corr_2	0.608	corr
105.6	2.2	outdoor_corr_2	0.662	corr
107.8	2.2	outdoor_corr_2	0.599	corr
110.0	2.2	indoor_corr_2	0.716	corr
112.2	2.2	indoor_corr_2	0.744	corr
116.6	2.2	indoor_corr_2	0.803	corr
121.0	2.2	indoor_corr_2	0.663	corr
123.2	2.2	indoor_corr_2	0.661	corr
125.4	2.2	outdoor_corr_2	0.574	corr
127.6	2.2	indoor_corr_2	0.538	corr
134.2	2.2	indoor_corr_2	0.947	corr
138.6	2.2	outdoor_corr_2	1.006	corr
140.8	2.2	indoor_corr_2	0.749	corr
143.0	2.2	outdoor_corr_2	0.874	corr
145.2	2.2	outdoor_corr_2	0.974	corr
147.4	2.2	indoor_corr_2	0.535	corr
149.6	2.2	outdoor_corr_2	0.749	corr
154.0	2.2	outdoor_corr_2	0.822	corr
158.4	2.2	indoor_corr_2	0.900	corr
160.6	2.2	outdoor_corr_2	0.656	corr
165.0	2.2	outdoor_corr_2	0.742	corr
169.4	2.2	outdoor_corr_3	0.868	corr
171.6	2.2	outdoor_corr_3	1.121	corr
176.0	2.2	indoor_corr_3	0.595	corr
178.2	2.2	outdoor_corr_3	0.612	corr
184.8	2.2	outdoor_corr_3	0.853	corr
189.2	2.2	indoor_corr_3	1.093	corr
193.6	2.2	indoor_corr_3	0.710	corr
195.8	2.2	indoor_corr_3	0.609	corr
198.0	2.2	outdoor_corr_3	0.607	corr
200.2	2.2	indoor_corr_3	0.560	corr
202.4	2.2	outdoor_corr_3	0.687	corr
204.6	2.2	outdoor_corr_3	0.551	corr
209.0	2.2	outdoor_corr_3	0.670	corr
211.2	2.2	indoor_corr_3	0.575	corr
213.4	2.2	outdoor_corr_3	0.533	corr
215.6	2.2	outdoor_corr_3	0.749	corr
222.2	2.2	indoor_corr_3	0.650	corr
224.4	2.2	indoor_corr_3	0.676	corr
231.0	2.2	outdoor_corr_3	0.556	corr
233.2	2.2	outdoor_corr_3	0.555	corr
237.6	2.2	indoor_corr_3	0.642	corr
239.8	2.2	indoor_corr_3	1.204	corr
242.0	2.2	outdoor_corr_3	0.656	corr
244.2	2.2	outdoor_corr_3	0.724	corr
