onset	duration	trial_type	response_time	correct
11.0	2.2	outdoor_corr_1	0.868	corr
13.2	2.2	indoor_corr_1	0.821	corr
15.4	2.2	outdoor_corr_1	0.926	corr
19.8	2.2	outdoor_corr_1	0.851	corr
22.0	2.2	outdoor_corr_1	0.979	corr
28.6	2.2	indoor_corr_1	0.936	corr
33.0	2.2	outdoor_corr_1	1.068	corr
35.2	2.2	outdoor_corr_1	0.938	corr
37.4	2.2	indoor_corr_1	0.777	corr
41.8	2.2	outdoor_corr_1	0.871	corr
44.0	2.2	indoor_corr_1	0.889	corr
46.2	2.2	outdoor_corr_1	0.994	corr
55.0	2.2	indoor_corr_1	1.003	corr
57.2	2.2	indoor_corr_1	1.143	corr
59.4	2.2	indoor_corr_1	1.092	corr
61.6	2.2	outdoor_corr_1	0.900	corr
63.8	2.2	indoor_corr_1	1.433	corr
70.4	2.2	indoor_corr_1	0.892	corr
72.6	2.2	indoor_corr_1	1.390	corr
74.8	2.2	outdoor_corr_1	1.107	corr
77.0	2.2	indoor_corr_1	1.264	corr
79.2	2.2	outdoor_corr_1	1.030	corr
81.4	2.2	outdoor_corr_1	0.748	corr
85.8	2.2	indoor_corr_1	0.959	corr
90.2	2.2	indoor_corr_2	0.914	corr
92.4	2.2	indoor_corr_2	0.833	corr
99.0	2.2	outdoor_corr_2	0.892	corr
101.2	2.2	outdoor_corr_2	1.171	corr
105.6	2.2	indoor_corr_2	0.668	corr
112.2	2.2	outdoor_corr_2	0.954	corr
114.4	2.2	indoor_corr_2	0.727	corr
116.6	2.2	indoor_corr_2	1.027	corr
118.8	2.2	outdoor_corr_2	0.638	corr
121.0	2.2	outdoor_corr_2	0.817	corr
123.2	2.2	indoor_corr_2	0.722	corr
125.4	2.2	outdoor_corr_2	1.008	corr
129.8	2.2	indoor_corr_2	0.796	corr
134.2	2.2	outdoor_corr_2	0.955	corr
138.6	2.2	outdoor_corr_2	0.764	corr
140.8	2.2	outdoor_corr_2	0.732	corr
143.0	2.2	indoor_corr_2	0.852	corr
145.2	2.2	outdoor_corr_2	0.853	corr
147.4	2.2	outdoor_corr_2	0.854	corr
154.0	2.2	indoor_corr_2	0.923	corr
156.2	2.2	outdoor_corr_2	0.816	corr
158.4	2.2	indoor_corr_2	0.654	corr
162.8	2.2	indoor_corr_2	0.745	corr
165.0	2.2	indoor_corr_2	0.854	corr
169.4	2.2	indoor_corr_3	0.809	corr
176.0	2.2	indoor_corr_3	0.916	corr
180.4	2.2	outdoor_corr_3	0.921	corr
182.6	2.2	indoor_corr_3	1.041	corr
184.8	2.2	outdoor_corr_3	0.678	corr
187.0	2.2	outdoor_corr_3	0.863	corr
189.2	2.2	indoor_corr_3	0.646	corr
193.6	2.2	outdoor_corr_3	0.644	corr
195.8	2.2	outdoor_corr_3	1.220	corr
200.2	2.2	outdoor_corr_3	0.860	corr
202.4	2.2	indoor_corr_3	0.811	corr
204.6	2.2	indoor_corr_3	0.942	corr
211.2	2.2	indoor_corr_3	0.747	corr
213.4	2.2	outdoor_corr_3	0.761	corr
217.8	2.2	indoor_corr_3	0.697	corr
222.2	2.2	indoor_corr_3	0.912	corr
226.6	2.2	outdoor_corr_3	0.791	corr
228.8	2.2	outdoor_corr_3	0.808	corr
231.0	2.2	indoor_corr_3	1.009	corr
233.2	2.2	outdoor_corr_3	1.236	corr
237.6	2.2	outdoor_corr_3	0.697	corr
239.8	2.2	indoor_corr_3	0.707	corr
242.0	2.2	indoor_corr_3	0.923	corr
244.2	2.2	outdoor_corr_3	0.755	corr
