session_id	acq_time
ses-struct01	1894-12-21T00:54:56
ses-struct02	1894-12-23T00:20:06
ses-func01	1894-12-25T01:21:55
ses-func02	1894-12-26T00:16:21
ses-func03	1894-12-28T00:19:59
ses-func04	1894-12-30T00:29:42
ses-func05	1894-12-31T00:23:12
ses-func06	1895-01-01T00:30:09
ses-func07	1895-01-02T00:22:36
ses-func08	1895-01-05T00:23:13
ses-func09	1895-01-06T00:21:11
ses-func10	1895-01-07T01:54:15
