onset	duration	trial_type	response_time	correct
11	2.2	indoor_corr_1	0.924	corr
13.2	2.2	indoor_corr_1	0.722	corr
15.4	2.2	outdoor_corr_1	0.663	corr
19.8	2.2	outdoor_corr_1	1.146	corr
24.2	2.2	outdoor_corr_1	1.158	corr
28.6	2.2	outdoor_corr_1	0.858	corr
30.8	2.2	outdoor_corr_1	1.172	corr
39.6	2.2	outdoor_corr_1	1.081	corr
41.8	2.2	indoor_corr_1	0.772	corr
44	2.2	indoor_corr_1	0.637	corr
46.2	2.2	outdoor_corr_1	1.047	corr
48.4	2.2	indoor_corr_1	0.882	corr
52.8	2.2	indoor_corr_1	1.222	corr
55	2.2	outdoor_corr_1	1.013	corr
57.2	2.2	outdoor_corr_1	0.911	corr
59.4	2.2	outdoor_corr_1	0.672	corr
61.6	2.2	outdoor_corr_1	0.819	corr
66	2.2	indoor_corr_1	0.606	corr
68.2	2.2	outdoor_corr_1	1.053	corr
70.4	2.2	indoor_corr_1	0.894	corr
77	2.2	indoor_corr_1	0.828	corr
79.2	2.2	indoor_corr_1	0.657	corr
83.6	2.2	indoor_corr_1	0.64	corr
88	2.2	indoor_corr_1	0.626	corr
90.2	2.2	outdoor_corr_2	0.797	corr
92.4	2.2	outdoor_corr_2	0.911	corr
99	2.2	indoor_corr_2	0.707	corr
105.6	2.2	outdoor_corr_2	0.631	corr
107.8	2.2	indoor_corr_2	0.52	corr
110	2.2	indoor_corr_2	1.2	corr
112.2	2.2	outdoor_corr_2	0.537	corr
114.4	2.2	outdoor_corr_2	0.766	corr
118.8	2.2	outdoor_corr_2	0.974	corr
123.2	2.2	indoor_corr_2	0.901	corr
125.4	2.2	indoor_corr_2	0.548	corr
127.6	2.2	outdoor_corr_2	0.958	corr
129.8	2.2	outdoor_corr_2	0.834	corr
136.4	2.2	indoor_corr_2	0.978	corr
140.8	2.2	indoor_corr_2	1.112	corr
143	2.2	outdoor_corr_2	0.609	corr
145.2	2.2	indoor_corr_2	0.542	corr
147.4	2.2	indoor_corr_2	0.574	corr
149.6	2.2	indoor_corr_2	0.592	corr
151.8	2.2	indoor_corr_2	0.693	corr
156.2	2.2	indoor_corr_2	0.824	corr
160.6	2.2	outdoor_corr_2	0.679	corr
162.8	2.2	outdoor_corr_2	0.473	corr
167.2	2.2	outdoor_corr_2	0.678	corr
171.6	2.2	outdoor_corr_3	0.675	corr
173.8	2.2	indoor_corr_3	0.691	corr
178.2	2.2	indoor_corr_3	0.594	corr
180.4	2.2	indoor_corr_3	0.57	corr
187	2.2	outdoor_corr_3	0.538	corr
191.4	2.2	indoor_corr_3	0.584	corr
195.8	2.2	outdoor_corr_3	0.617	corr
198	2.2	outdoor_corr_3	0.679	corr
200.2	2.2	indoor_corr_3	0.582	corr
202.4	2.2	outdoor_corr_3	0.582	corr
204.6	2.2	indoor_corr_3	0.578	corr
206.8	2.2	indoor_corr_3	1	corr
211.2	2.2	outdoor_corr_3	0.64	corr
213.4	2.2	indoor_corr_3	0.774	corr
215.6	2.2	indoor_corr_3	0.579	corr
217.8	2.2	indoor_corr_3	0.531	corr
224.4	2.2	outdoor_corr_3	0.676	corr
226.6	2.2	outdoor_corr_3	0.652	corr
233.2	2.2	outdoor_corr_3	0.62	corr
235.4	2.2	outdoor_corr_3	0.597	corr
239.8	2.2	indoor_corr_3	0.699	corr
242	2.2	outdoor_corr_3	0.796	corr
244.2	2.2	indoor_corr_3	0.743	corr
246.4	2.2	indoor_corr_3	0.581	corr
