session_id	acq_time
ses-struct01	1894-05-23T00:33:21
ses-struct02	1894-06-29T00:12:09
ses-func01	1894-08-25T01:07:51
ses-func02	1894-08-26T00:09:21
ses-func03	1894-08-27T00:17:24
ses-func04	1894-08-28T00:14:11
ses-func05	1894-08-29T00:08:33
ses-func06	1894-08-30T00:12:32
ses-func07	1894-08-31T00:08:55
ses-func08	1894-09-08T00:18:53
ses-func09	1894-09-09T00:15:21
ses-func10	1894-09-10T00:18:59
