session_id	acq_time
ses-struct01	1894-05-31T00:38:58
ses-struct02	1894-06-07T00:18:35
ses-struct03	1894-06-14T00:30:37
ses-func01	1894-07-07T00:15:33
ses-func02	1894-07-08T00:13:47
ses-func03	1894-07-09T00:22:47
ses-func04	1894-07-10T00:15:17
ses-func05	1894-07-11T00:18:38
ses-func06	1894-07-12T00:14:56
ses-func07	1894-07-13T00:14:35
ses-func08	1894-07-14T00:15:44
ses-func09	1894-07-15T00:16:46
ses-func10	1894-07-16T00:14:40
ses-func11	1894-07-16T01:32:32
