session_id	acq_time
ses-struct01	1895-05-18T00:23:10
ses-struct02	1895-05-18T23:56:52
ses-func01	1895-05-19T23:58:21
ses-func02	1895-05-20T23:57:55
ses-func03	1895-05-22T23:59:56
ses-func04	1895-05-23T23:58:11
ses-func05	1895-05-25T00:01:28
ses-func06	1895-05-26T00:03:11
ses-func07	1895-05-27T23:59:04
ses-func08	1895-05-29T23:59:01
ses-func09	1895-06-02T00:02:04
ses-func10	1895-06-02T23:58:31
